recommendation_id,building_id,recommended_action,estimated_retrofit_cost,estimated_annual_savings,payback_period_years,estimated_emissions_reduction_percent,retrofit_priority,implementation_complexity
REC_0281,BLDG_25080,LED Lighting Retrofit,17700.0,7600.0,2.33,8.28,Critical,Low
REC_0282,BLDG_25128,Window Replacement,58900.0,3800.0,15.5,12.03,Low,Medium
REC_0283,BLDG_50482,Solar Panel Installation,133800.0,7900.0,16.94,19.61,Low,Medium
REC_0284,BLDG_21181,HVAC Upgrade,64500.0,15100.0,4.27,20.41,Critical,Medium
REC_0285,BLDG_610,Solar Panel Installation,157600.0,9600.0,16.42,17.74,Low,Medium
REC_0286,BLDG_20577,LED Lighting Retrofit,19400.0,11100.0,1.75,11.6,Critical,Low
REC_0287,BLDG_24541,Solar Panel Installation,90200.0,4700.0,19.19,26.32,Low,Medium
REC_0288,BLDG_21182,Solar Panel Installation,71000.0,3300.0,21.52,26.54,Low,Medium
REC_0289,BLDG_26708,Water Efficiency Upgrade,11500.0,2500.0,4.6,4.68,High,Low
REC_0290,BLDG_20989,LED Lighting Retrofit,8700.0,3200.0,2.72,10.99,Critical,Low
REC_0291,BLDG_21712,Water Efficiency Upgrade,8000.0,3200.0,2.5,3.02,Critical,Low
REC_0292,BLDG_50745,LED Lighting Retrofit,24200.0,2400.0,10.08,8.76,Medium,Low
REC_0293,BLDG_404,LED Lighting Retrofit,25400.0,13400.0,1.9,8.23,Critical,Low
REC_0294,BLDG_50495,LED Lighting Retrofit,28400.0,13600.0,2.09,9.39,Critical,Low
REC_0295,BLDG_27504,Water Efficiency Upgrade,8200.0,1900.0,4.32,4.36,High,Low
REC_0296,BLDG_26881,Solar Panel Installation,217000.0,13900.0,15.61,18.77,Low,Medium
REC_0297,BLDG_21180,LED Lighting Retrofit,17900.0,12000.0,1.49,9.35,Critical,Low
REC_0298,BLDG_26731,Water Efficiency Upgrade,8800.0,1400.0,6.29,2.36,High,Low
REC_0299,BLDG_22831,Insulation Improvement,25100.0,2900.0,8.66,17.67,High,Medium
REC_0300,BLDG_560,HVAC Upgrade,112100.0,12100.0,9.26,22.12,Medium,Medium
REC_0301,BLDG_677,HVAC Upgrade,478900.0,104900.0,4.57,21.66,Critical,Medium
REC_0302,BLDG_49792,Solar Panel Installation,371000.0,25100.0,14.78,16.5,Low,Medium
REC_0303,BLDG_514,Solar Panel Installation,200200.0,12700.0,15.76,27.1,Low,Medium
REC_0304,BLDG_27231,LED Lighting Retrofit,28300.0,7100.0,3.99,10.98,Critical,Low
REC_0305,BLDG_20710,Water Efficiency Upgrade,8500.0,3900.0,2.18,4.38,Critical,Low
REC_0306,BLDG_25427,Building Automation System,21800.0,6500.0,3.35,13.97,Critical,Medium
REC_0307,BLDG_650,Solar Panel Installation,147200.0,8900.0,16.54,23.2,Low,Medium
REC_0308,BLDG_20007,Solar Panel Installation,90400.0,4700.0,19.23,24.24,Low,Medium
REC_0309,BLDG_799,HVAC Upgrade,94600.0,24800.0,3.81,20.67,Critical,Medium
REC_0310,BLDG_27928,Window Replacement,59800.0,7000.0,8.54,13.94,High,Medium
REC_0311,BLDG_27301,Solar Panel Installation,216200.0,13900.0,15.55,24.1,Low,Medium
REC_0312,BLDG_19988,Building Automation System,20000.0,6100.0,3.28,13.27,Critical,Medium
REC_0313,BLDG_39673,LED Lighting Retrofit,10800.0,1300.0,8.31,10.42,Medium,Low
REC_0314,BLDG_23284,Solar Panel Installation,309000.0,20600.0,15.0,21.94,Low,Medium
REC_0315,BLDG_26246,HVAC Upgrade,112600.0,26600.0,4.23,22.07,Critical,Medium
REC_0316,BLDG_25416,Solar Panel Installation,209200.0,13400.0,15.61,15.86,Low,Medium
REC_0317,BLDG_20164,HVAC Upgrade,58800.0,19800.0,2.97,20.36,Critical,Medium
REC_0318,BLDG_21537,LED Lighting Retrofit,11200.0,7300.0,1.53,11.85,Critical,Low
REC_0319,BLDG_25866,Building Automation System,18200.0,5200.0,3.5,12.4,Critical,Medium
REC_0320,BLDG_28048,LED Lighting Retrofit,17500.0,7800.0,2.24,9.71,Critical,Low
REC_0321,BLDG_24430,Water Efficiency Upgrade,12800.0,5800.0,2.21,3.99,Critical,Low
REC_0322,BLDG_50371,Solar Panel Installation,292800.0,19400.0,15.09,22.87,Low,Medium
REC_0323,BLDG_658,Insulation Improvement,226800.0,64900.0,3.49,14.34,Critical,Medium
REC_0324,BLDG_23805,Water Efficiency Upgrade,7600.0,2400.0,3.17,4.09,Critical,Low
REC_0325,BLDG_386,LED Lighting Retrofit,97200.0,96100.0,1.01,11.18,Critical,Low
REC_0326,BLDG_33254,Solar Panel Installation,372200.0,25200.0,14.77,24.09,Low,Medium
REC_0327,BLDG_708,LED Lighting Retrofit,80700.0,53300.0,1.51,10.0,Critical,Low
REC_0328,BLDG_27844,Building Automation System,17700.0,3700.0,4.78,11.13,High,Medium
REC_0329,BLDG_26282,Building Automation System,24700.0,4700.0,5.26,11.7,High,Medium
REC_0330,BLDG_25659,Solar Panel Installation,77000.0,3800.0,20.26,16.83,Low,Medium
REC_0331,BLDG_21852,Solar Panel Installation,85400.0,4400.0,19.41,20.78,Low,Medium
REC_0332,BLDG_50639,Solar Panel Installation,296000.0,19600.0,15.1,19.32,Low,Medium
REC_0333,BLDG_25853,HVAC Upgrade,112000.0,32800.0,3.41,24.87,Critical,Medium
REC_0334,BLDG_21438,Water Efficiency Upgrade,10800.0,2300.0,4.7,4.2,High,Low
REC_0335,BLDG_50897,Water Efficiency Upgrade,9400.0,4600.0,2.04,2.37,Critical,Low
REC_0336,BLDG_21745,Solar Panel Installation,216400.0,13900.0,15.57,24.63,Low,Medium
REC_0337,BLDG_29214,Water Efficiency Upgrade,10700.0,3100.0,3.45,3.25,Critical,Low
REC_0338,BLDG_25069,Building Automation System,25100.0,16000.0,1.57,13.2,Critical,Medium
REC_0339,BLDG_23017,LED Lighting Retrofit,11100.0,1600.0,6.94,8.85,High,Low
REC_0340,BLDG_50695,Building Automation System,30900.0,13800.0,2.24,15.11,Critical,Medium
REC_0341,BLDG_50018,Building Automation System,37700.0,21900.0,1.72,12.71,Critical,Medium
REC_0342,BLDG_20017,Water Efficiency Upgrade,9900.0,4500.0,2.2,3.01,Critical,Low
REC_0343,BLDG_25617,Building Automation System,20300.0,4000.0,5.08,10.93,High,Medium
REC_0344,BLDG_577,Window Replacement,172000.0,22800.0,7.54,9.28,High,Medium
REC_0345,BLDG_50458,Solar Panel Installation,133600.0,7900.0,16.91,24.9,Low,Medium
REC_0346,BLDG_607,Building Automation System,30400.0,68200.0,0.45,12.06,Critical,Medium
REC_0347,BLDG_27042,Solar Panel Installation,418000.0,28500.0,14.67,20.37,Low,Medium
REC_0348,BLDG_22681,Solar Panel Installation,73000.0,3500.0,20.86,24.8,Low,Medium
REC_0349,BLDG_27260,Solar Panel Installation,258800.0,17000.0,15.22,26.11,Low,Medium
REC_0350,BLDG_552,LED Lighting Retrofit,51800.0,76500.0,0.68,9.34,Critical,Low
REC_0351,BLDG_24072,Building Automation System,17900.0,5200.0,3.44,14.85,Critical,Medium
REC_0352,BLDG_413,Solar Panel Installation,208400.0,13300.0,15.67,27.87,Low,Medium
REC_0353,BLDG_50158,Solar Panel Installation,439600.0,30100.0,14.6,23.04,Low,Medium
REC_0354,BLDG_220,Solar Panel Installation,337200.0,22600.0,14.92,18.77,Low,Medium
REC_0355,BLDG_575,Insulation Improvement,68500.0,32700.0,2.09,15.19,Critical,Medium
REC_0356,BLDG_21719,Water Efficiency Upgrade,8800.0,3800.0,2.32,2.04,Critical,Low
REC_0357,BLDG_50680,Solar Panel Installation,205600.0,13100.0,15.69,19.89,Low,Medium
REC_0358,BLDG_50169,Solar Panel Installation,67600.0,3100.0,21.81,24.23,Low,Medium
REC_0359,BLDG_27431,Solar Panel Installation,102800.0,5600.0,18.36,19.3,Low,Medium
REC_0360,BLDG_27625,Water Efficiency Upgrade,9800.0,4600.0,2.13,4.37,Critical,Low
REC_0361,BLDG_27299,Building Automation System,26100.0,9300.0,2.81,11.43,Critical,Medium
REC_0362,BLDG_21244,LED Lighting Retrofit,16000.0,19900.0,0.8,9.88,Critical,Low
REC_0363,BLDG_26523,Solar Panel Installation,83200.0,4200.0,19.81,20.43,Low,Medium
REC_0364,BLDG_19510,Building Automation System,41600.0,20400.0,2.04,12.0,Critical,Medium
REC_0365,BLDG_51,Solar Panel Installation,259000.0,17000.0,15.24,15.04,Low,Medium
REC_0366,BLDG_50325,Solar Panel Installation,525000.0,36200.0,14.5,19.09,Low,Medium
REC_0367,BLDG_22166,Building Automation System,28700.0,14000.0,2.05,11.24,Critical,Medium
REC_0368,BLDG_27266,Water Efficiency Upgrade,20800.0,12700.0,1.64,3.14,Critical,Low
REC_0369,BLDG_50037,Solar Panel Installation,525000.0,36200.0,14.5,27.12,Low,Medium
REC_0370,BLDG_21314,Building Automation System,32600.0,13800.0,2.36,13.45,Critical,Medium
REC_0371,BLDG_49725,HVAC Upgrade,402800.0,462200.0,0.87,25.46,Critical,Medium
REC_0372,BLDG_26730,Solar Panel Installation,82800.0,4200.0,19.71,18.49,Low,Medium
REC_0373,BLDG_20921,Solar Panel Installation,80000.0,4000.0,20.0,20.38,Low,Medium
REC_0374,BLDG_25856,Solar Panel Installation,90800.0,4800.0,18.92,25.87,Low,Medium
REC_0375,BLDG_21897,Deep Energy Retrofit,153100.0,28500.0,5.37,39.94,Critical,High
REC_0376,BLDG_19890,Water Efficiency Upgrade,12800.0,6800.0,1.88,4.93,Critical,Low
REC_0377,BLDG_49785,Building Automation System,38600.0,16700.0,2.31,10.08,Critical,Medium
REC_0378,BLDG_49687,Window Replacement,185900.0,38400.0,4.84,10.46,Critical,Medium
REC_0379,BLDG_26425,Water Efficiency Upgrade,8900.0,3400.0,2.62,3.16,Critical,Low
REC_0380,BLDG_21278,HVAC Upgrade,61300.0,11900.0,5.15,24.96,Critical,Medium
REC_0381,BLDG_144,LED Lighting Retrofit,54000.0,29900.0,1.81,9.94,Critical,Low
REC_0382,BLDG_24351,LED Lighting Retrofit,23000.0,2400.0,9.58,10.56,Medium,Low
REC_0383,BLDG_23595,Building Automation System,21100.0,4900.0,4.31,11.69,High,Medium
REC_0384,BLDG_26746,Building Automation System,16700.0,2800.0,5.96,10.25,High,Medium
REC_0385,BLDG_62,Window Replacement,194500.0,33100.0,5.88,10.97,High,Medium
REC_0386,BLDG_20564,Water Efficiency Upgrade,19100.0,11800.0,1.62,4.4,Critical,Low
REC_0387,BLDG_50188,LED Lighting Retrofit,29800.0,13900.0,2.14,8.34,Critical,Low
REC_0388,BLDG_50048,Solar Panel Installation,271800.0,17900.0,15.18,20.12,Low,Medium
REC_0389,BLDG_50272,Solar Panel Installation,65000.0,2900.0,22.41,20.39,Low,Medium
REC_0390,BLDG_50338,Solar Panel Installation,82600.0,4200.0,19.67,17.29,Low,Medium
REC_0391,BLDG_19884,Solar Panel Installation,453000.0,31000.0,14.61,21.64,Low,Medium
REC_0392,BLDG_122,Insulation Improvement,50500.0,7700.0,6.56,12.55,High,Medium
REC_0393,BLDG_37248,Deep Energy Retrofit,366000.0,41500.0,8.82,42.6,High,High
REC_0394,BLDG_702,Water Efficiency Upgrade,14800.0,4000.0,3.7,3.49,Critical,Low
REC_0395,BLDG_50887,LED Lighting Retrofit,60400.0,59900.0,1.01,11.27,Critical,Low
REC_0396,BLDG_20073,Water Efficiency Upgrade,9800.0,2200.0,4.45,3.76,High,Low
REC_0397,BLDG_371,Building Automation System,142100.0,54900.0,2.59,12.46,Critical,Medium
REC_0398,BLDG_314,Deep Energy Retrofit,573700.0,341100.0,1.68,32.18,Critical,High
REC_0399,BLDG_26252,LED Lighting Retrofit,9400.0,2400.0,3.92,8.61,Critical,Low
REC_0400,BLDG_50010,Water Efficiency Upgrade,22000.0,8900.0,2.47,4.42,Critical,Low
REC_0401,BLDG_839,Solar Panel Installation,225800.0,14600.0,15.47,24.7,Low,Medium
REC_0402,BLDG_24194,LED Lighting Retrofit,9200.0,3900.0,2.36,8.47,Critical,Low
REC_0403,BLDG_49986,Water Efficiency Upgrade,16600.0,3800.0,4.37,2.24,High,Low
REC_0404,BLDG_19839,LED Lighting Retrofit,9100.0,3200.0,2.84,11.94,Critical,Low
REC_0405,BLDG_24488,LED Lighting Retrofit,8700.0,4400.0,1.98,8.19,Critical,Low
REC_0406,BLDG_26232,LED Lighting Retrofit,14200.0,6400.0,2.22,9.0,Critical,Low
REC_0407,BLDG_25360,Solar Panel Installation,336400.0,22600.0,14.88,17.48,Low,Medium
REC_0408,BLDG_21690,Solar Panel Installation,65000.0,2900.0,22.41,15.05,Low,Medium
REC_0409,BLDG_50778,Building Automation System,37700.0,21200.0,1.78,14.35,Critical,Medium
REC_0410,BLDG_29148,Deep Energy Retrofit,243700.0,59500.0,4.1,46.45,Critical,High
REC_0411,BLDG_25882,Building Automation System,27600.0,10600.0,2.6,14.56,Critical,Medium
REC_0412,BLDG_24564,LED Lighting Retrofit,41400.0,10500.0,3.94,8.09,Critical,Low
REC_0413,BLDG_19911,Water Efficiency Upgrade,11500.0,5400.0,2.13,3.1,Critical,Low
REC_0414,BLDG_27089,LED Lighting Retrofit,10700.0,7600.0,1.41,10.99,Critical,Low
REC_0415,BLDG_20834,LED Lighting Retrofit,18300.0,10600.0,1.73,10.24,Critical,Low
REC_0416,BLDG_387,Solar Panel Installation,525000.0,36200.0,14.5,18.12,Low,Medium
REC_0417,BLDG_26116,Water Efficiency Upgrade,8900.0,3700.0,2.41,4.84,Critical,Low
REC_0418,BLDG_26008,Window Replacement,60600.0,9600.0,6.31,10.01,High,Medium
REC_0419,BLDG_50653,Solar Panel Installation,210800.0,13500.0,15.61,17.7,Low,Medium
REC_0420,BLDG_27117,Building Automation System,16400.0,2200.0,7.45,10.61,Medium,Medium
REC_0421,BLDG_22135,HVAC Upgrade,51500.0,7000.0,7.36,24.48,High,Medium
REC_0422,BLDG_26479,Water Efficiency Upgrade,8200.0,3600.0,2.28,4.29,Critical,Low
REC_0423,BLDG_26019,Solar Panel Installation,65000.0,2900.0,22.41,16.88,Low,Medium
REC_0424,BLDG_23510,HVAC Upgrade,72800.0,19700.0,3.7,18.22,Critical,Medium
REC_0425,BLDG_190,LED Lighting Retrofit,20900.0,17600.0,1.19,11.44,Critical,Low
REC_0426,BLDG_23789,Water Efficiency Upgrade,15900.0,9200.0,1.73,4.27,Critical,Low
REC_0427,BLDG_23400,LED Lighting Retrofit,10600.0,18600.0,0.57,9.87,Critical,Low
REC_0428,BLDG_27880,Solar Panel Installation,92200.0,4900.0,18.82,24.42,Low,Medium
REC_0429,BLDG_24244,HVAC Upgrade,67000.0,13300.0,5.04,20.74,Critical,Medium
REC_0430,BLDG_27243,LED Lighting Retrofit,17600.0,9700.0,1.81,9.18,Critical,Low
REC_0431,BLDG_22957,LED Lighting Retrofit,19000.0,8900.0,2.13,9.17,Critical,Low
REC_0432,BLDG_22955,Building Automation System,27900.0,11400.0,2.45,11.86,Critical,Medium
REC_0433,BLDG_22943,Solar Panel Installation,190200.0,12000.0,15.85,23.28,Low,Medium
REC_0434,BLDG_26855,Solar Panel Installation,71000.0,3300.0,21.52,20.59,Low,Medium
REC_0435,BLDG_32454,Insulation Improvement,34500.0,10700.0,3.22,13.54,Critical,Medium
REC_0436,BLDG_22118,LED Lighting Retrofit,25400.0,8400.0,3.02,8.75,Critical,Low
REC_0437,BLDG_21830,LED Lighting Retrofit,10700.0,5600.0,1.91,11.37,Critical,Low
REC_0438,BLDG_27294,Water Efficiency Upgrade,7900.0,3000.0,2.63,3.48,Critical,Low
REC_0439,BLDG_755,Solar Panel Installation,510200.0,35200.0,14.49,24.98,Low,Medium
REC_0440,BLDG_815,Solar Panel Installation,525000.0,36200.0,14.5,24.76,Low,Medium
REC_0441,BLDG_50678,Insulation Improvement,52900.0,19700.0,2.69,17.66,Critical,Medium
REC_0442,BLDG_20246,Solar Panel Installation,65000.0,2900.0,22.41,15.49,Low,Medium
REC_0443,BLDG_20988,HVAC Upgrade,52500.0,17800.0,2.95,23.63,Critical,Medium
REC_0444,BLDG_49999,LED Lighting Retrofit,29600.0,16800.0,1.76,9.94,Critical,Low
REC_0445,BLDG_50719,Solar Panel Installation,272000.0,17900.0,15.2,21.22,Low,Medium
REC_0446,BLDG_27033,LED Lighting Retrofit,13500.0,9200.0,1.47,9.02,Critical,Low
REC_0447,BLDG_27656,Solar Panel Installation,65000.0,2900.0,22.41,22.57,Low,Medium
REC_0448,BLDG_19699,Water Efficiency Upgrade,8400.0,3500.0,2.4,3.47,Critical,Low
REC_0449,BLDG_19969,Building Automation System,28800.0,10700.0,2.69,14.89,Critical,Medium
REC_0450,BLDG_23577,Water Efficiency Upgrade,9300.0,4300.0,2.16,4.42,Critical,Low
REC_0451,BLDG_20037,HVAC Upgrade,46200.0,5700.0,8.11,22.98,High,Medium
REC_0452,BLDG_340,LED Lighting Retrofit,28000.0,16400.0,1.71,9.77,Critical,Low
REC_0453,BLDG_23679,Deep Energy Retrofit,159400.0,21900.0,7.28,44.13,High,High
REC_0454,BLDG_25634,Solar Panel Installation,65200.0,2900.0,22.48,15.27,Low,Medium
REC_0455,BLDG_20082,LED Lighting Retrofit,20100.0,21700.0,0.93,9.69,Critical,Low
REC_0456,BLDG_28733,LED Lighting Retrofit,37900.0,106600.0,0.36,9.44,Critical,Low
REC_0457,BLDG_23515,Solar Panel Installation,66200.0,3000.0,22.07,15.66,Low,Medium
REC_0458,BLDG_26980,Water Efficiency Upgrade,13800.0,7400.0,1.86,5.0,Critical,Low
REC_0459,BLDG_23174,Building Automation System,18800.0,6800.0,2.76,12.79,Critical,Medium
REC_0460,BLDG_50356,Solar Panel Installation,525000.0,36200.0,14.5,23.66,Low,Medium
REC_0461,BLDG_21115,LED Lighting Retrofit,14100.0,16800.0,0.84,10.45,Critical,Low
REC_0462,BLDG_23410,Solar Panel Installation,89000.0,4600.0,19.35,16.43,Low,Medium
REC_0463,BLDG_518,LED Lighting Retrofit,34900.0,93200.0,0.37,11.8,Critical,Low
REC_0464,BLDG_50708,Water Efficiency Upgrade,11700.0,5900.0,1.98,4.52,Critical,Low
REC_0465,BLDG_49735,HVAC Upgrade,94400.0,36100.0,2.61,22.11,Critical,Medium
REC_0466,BLDG_29312,Building Automation System,16400.0,2900.0,5.66,15.4,High,Medium
REC_0467,BLDG_25149,Building Automation System,23700.0,9000.0,2.63,10.21,Critical,Medium
REC_0468,BLDG_24640,Building Automation System,18200.0,6200.0,2.94,12.16,Critical,Medium
REC_0469,BLDG_859,Solar Panel Installation,124000.0,7200.0,17.22,19.8,Low,Medium
REC_0470,BLDG_388,Building Automation System,175900.0,191900.0,0.92,11.19,Critical,Medium
REC_0471,BLDG_22454,Window Replacement,53500.0,7000.0,7.64,12.98,High,Medium
REC_0472,BLDG_21106,Deep Energy Retrofit,467300.0,93700.0,4.99,45.37,Critical,High
REC_0473,BLDG_22397,Water Efficiency Upgrade,10400.0,4300.0,2.42,4.45,Critical,Low
REC_0474,BLDG_25317,Building Automation System,34800.0,17300.0,2.01,15.41,Critical,Medium
REC_0475,BLDG_26553,Solar Panel Installation,75800.0,3700.0,20.49,25.56,Low,Medium
REC_0476,BLDG_21208,HVAC Upgrade,148500.0,55100.0,2.7,21.13,Critical,Medium
REC_0477,BLDG_21862,Building Automation System,177300.0,116300.0,1.52,10.04,Critical,Medium
REC_0478,BLDG_50157,Solar Panel Installation,241000.0,15700.0,15.35,20.23,Low,Medium
REC_0479,BLDG_395,LED Lighting Retrofit,17700.0,4100.0,4.32,10.9,High,Low
REC_0480,BLDG_23170,Solar Panel Installation,206200.0,13100.0,15.74,23.38,Low,Medium
REC_0481,BLDG_23671,LED Lighting Retrofit,17100.0,3000.0,5.7,8.14,High,Low
REC_0482,BLDG_28476,Solar Panel Installation,66000.0,3000.0,22.0,27.45,Low,Medium
REC_0483,BLDG_26176,Building Automation System,21500.0,4700.0,4.57,14.36,High,Medium
REC_0484,BLDG_23633,Water Efficiency Upgrade,7600.0,2900.0,2.62,4.03,Critical,Low
REC_0485,BLDG_22983,Solar Panel Installation,65000.0,2900.0,22.41,15.34,Low,Medium
REC_0486,BLDG_50715,Water Efficiency Upgrade,20400.0,7600.0,2.68,2.77,Critical,Low
REC_0487,BLDG_19790,Solar Panel Installation,84600.0,4300.0,19.67,19.11,Low,Medium
REC_0488,BLDG_19736,Solar Panel Installation,65000.0,2900.0,22.41,19.49,Low,Medium
REC_0489,BLDG_50075,Solar Panel Installation,371800.0,25100.0,14.81,21.51,Low,Medium
REC_0490,BLDG_22574,Building Automation System,16000.0,5200.0,3.08,11.13,Critical,Medium
REC_0491,BLDG_20021,HVAC Upgrade,99800.0,20600.0,4.84,23.41,Critical,Medium
REC_0492,BLDG_800,Solar Panel Installation,161600.0,9900.0,16.32,16.25,Low,Medium
REC_0493,BLDG_50516,Building Automation System,207600.0,123800.0,1.68,11.53,Critical,Medium
REC_0494,BLDG_24909,Insulation Improvement,24900.0,2600.0,9.58,14.33,Medium,Medium
REC_0495,BLDG_20765,Deep Energy Retrofit,860600.0,250000.0,3.44,35.42,Critical,High
REC_0496,BLDG_19509,Solar Panel Installation,406800.0,27700.0,14.69,24.81,Low,Medium
REC_0497,BLDG_366,Window Replacement,195200.0,33500.0,5.83,11.54,High,Medium
REC_0498,BLDG_25386,Water Efficiency Upgrade,9300.0,4200.0,2.21,3.58,Critical,Low
REC_0499,BLDG_24538,Building Automation System,25800.0,10200.0,2.53,13.38,Critical,Medium
REC_0500,BLDG_21958,LED Lighting Retrofit,45500.0,47900.0,0.95,10.1,Critical,Low
REC_0501,BLDG_23125,Solar Panel Installation,525000.0,36200.0,14.5,26.96,Low,Medium
REC_0502,BLDG_40388,LED Lighting Retrofit,9800.0,3700.0,2.65,11.08,Critical,Low
REC_0503,BLDG_27600,LED Lighting Retrofit,20500.0,8100.0,2.53,8.51,Critical,Low
REC_0504,BLDG_24132,Window Replacement,59200.0,4700.0,12.6,10.27,Low,Medium
REC_0505,BLDG_26243,Water Efficiency Upgrade,22400.0,13000.0,1.72,3.94,Critical,Low
REC_0506,BLDG_23826,Solar Panel Installation,65000.0,2900.0,22.41,27.48,Low,Medium
REC_0507,BLDG_22315,Building Automation System,17200.0,5600.0,3.07,15.85,Critical,Medium
REC_0508,BLDG_21389,Solar Panel Installation,101400.0,5500.0,18.44,17.85,Low,Medium
REC_0509,BLDG_52006,Solar Panel Installation,241000.0,15700.0,15.35,27.52,Low,Medium
REC_0510,BLDG_21909,Building Automation System,22600.0,14000.0,1.61,14.35,Critical,Medium
REC_0511,BLDG_61,LED Lighting Retrofit,17100.0,30300.0,0.56,11.32,Critical,Low
REC_0512,BLDG_26125,LED Lighting Retrofit,19500.0,13400.0,1.46,10.77,Critical,Low
REC_0513,BLDG_22470,Building Automation System,24000.0,7000.0,3.43,11.74,Critical,Medium
REC_0514,BLDG_25163,HVAC Upgrade,58500.0,23200.0,2.52,24.24,Critical,Medium
REC_0515,BLDG_27673,Solar Panel Installation,525000.0,36200.0,14.5,21.12,Low,Medium
REC_0516,BLDG_23611,Solar Panel Installation,66800.0,3000.0,22.27,25.51,Low,Medium
REC_0517,BLDG_651,Deep Energy Retrofit,602200.0,316600.0,1.9,47.48,Critical,High
REC_0518,BLDG_49902,Solar Panel Installation,189000.0,11900.0,15.88,22.63,Low,Medium
REC_0519,BLDG_25277,LED Lighting Retrofit,9300.0,1700.0,5.47,11.04,High,Low
REC_0520,BLDG_20258,Water Efficiency Upgrade,9200.0,4500.0,2.04,2.02,Critical,Low
REC_0521,BLDG_176,Insulation Improvement,63200.0,13100.0,4.82,13.72,High,Medium
REC_0522,BLDG_102,Solar Panel Installation,402200.0,27300.0,14.73,15.2,Low,Medium
REC_0523,BLDG_24880,Building Automation System,27200.0,10500.0,2.59,10.43,Critical,Medium
REC_0524,BLDG_20217,Water Efficiency Upgrade,11000.0,1800.0,6.11,4.26,High,Low
REC_0525,BLDG_25324,Water Efficiency Upgrade,9900.0,4500.0,2.2,4.2,Critical,Low
REC_0526,BLDG_25582,Building Automation System,19900.0,5300.0,3.75,14.97,Critical,Medium
REC_0527,BLDG_22804,Solar Panel Installation,75000.0,3600.0,20.83,15.98,Low,Medium
REC_0528,BLDG_27984,Building Automation System,24300.0,7900.0,3.08,14.13,Critical,Medium
REC_0529,BLDG_28050,Building Automation System,24100.0,5300.0,4.55,12.71,High,Medium
REC_0530,BLDG_20875,HVAC Upgrade,374900.0,160300.0,2.34,23.8,Critical,Medium
REC_0531,BLDG_24037,Water Efficiency Upgrade,10400.0,5100.0,2.04,3.59,Critical,Low
REC_0532,BLDG_26514,Solar Panel Installation,65000.0,2900.0,22.41,24.7,Low,Medium
REC_0533,BLDG_49892,LED Lighting Retrofit,41400.0,20000.0,2.07,9.69,Critical,Low
REC_0534,BLDG_20519,Deep Energy Retrofit,168900.0,25000.0,6.76,37.12,High,High
REC_0535,BLDG_49737,Solar Panel Installation,83400.0,4200.0,19.86,26.8,Low,Medium
REC_0536,BLDG_23297,Deep Energy Retrofit,245200.0,70300.0,3.49,37.22,Critical,High
REC_0537,BLDG_26618,Building Automation System,31800.0,13800.0,2.3,10.93,Critical,Medium
REC_0538,BLDG_21401,LED Lighting Retrofit,10300.0,7300.0,1.41,8.77,Critical,Low
REC_0539,BLDG_41928,LED Lighting Retrofit,17400.0,70700.0,0.25,8.33,Critical,Low
REC_0540,BLDG_50341,Building Automation System,17100.0,7800.0,2.19,12.64,Critical,Medium
REC_0541,BLDG_50461,LED Lighting Retrofit,9800.0,5000.0,1.96,8.03,Critical,Low
REC_0542,BLDG_49990,Insulation Improvement,22100.0,1000.0,22.1,16.19,Low,Medium
REC_0543,BLDG_23335,Solar Panel Installation,246200.0,16000.0,15.39,23.05,Low,Medium
REC_0544,BLDG_51958,Solar Panel Installation,232200.0,15000.0,15.48,27.29,Low,Medium
REC_0545,BLDG_50679,Solar Panel Installation,79800.0,4000.0,19.95,20.81,Low,Medium
REC_0546,BLDG_22550,LED Lighting Retrofit,11000.0,1700.0,6.47,8.27,High,Low
