building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source,building_age,sustainability_score_band,building_performance_risk_score,building_performance_risk_category,lifecycle_cost_estimate,lifecycle_cost_per_sqft
BLDG_850,LESCHI ELEMENTARY SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),1988,55353.0,3,Educational,0.94,Composite,Insulated Panels,0.42,High,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020),36,Moderate,2,Low Risk,18153300.0,327.96
BLDG_27561,OVERSEAS CASING CO,Mixed Use,Seattle,4C (Marine),1961,25577.0,1,Mixed Use,0.93,Concrete,Curtain Wall,0.38,High,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),63,Moderate,3,Low Risk,9732200.0,380.51
BLDG_46,SEATTLE WAREHOUSE OFFICE BUILDING- DEMOLISHED,Mixed Use,Seattle,4C (Marine),1961,714095.0,2,Mixed Use,0.89,Steel,Window Wall,0.44,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020),63,Low,8,High Risk,298580100.0,418.12
BLDG_35391,LUMEN COMMERCIAL,Retail,Seattle,4C (Marine),2006,34010.0,4,Retail,0.94,Brick,Masonry,0.23,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),18,Low,5,Medium Risk,11208300.0,329.56
BLDG_50001,REO FLATS APTS,Residential,Seattle,4C (Marine),2013,118800.0,7,Residential,0.9,Brick,Masonry,0.25,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020),11,High,1,Low Risk,38100800.0,320.71
BLDG_21486,1ST & PINE,Residential,Seattle,4C (Marine),1909,51578.0,6,Residential,0.93,Glass-heavy facade,Curtain Wall,0.79,High,Heat Pump,Smart LED,True,227.6,False,Platinum,Seattle Open Data (2020),115,High,1,Low Risk,19185400.0,371.97
BLDG_26351,BERGEN APTS,Residential,Seattle,4C (Marine),1967,21440.0,4,Residential,0.92,Timber,Curtain Wall,0.41,High,Heat Pump,LED,True,294.9,False,Silver,Seattle Open Data (2020),57,Moderate,2,Low Risk,8002700.0,373.26
BLDG_49939,PHYLLIS GUTIERREZ KENNEY PLACE,Residential,Seattle,4C (Marine),2013,31928.0,2,Residential,0.95,Timber,Insulated Panels,0.45,Low,Electric Resistance,Incandescent,True,56.8,False,None,Seattle Open Data (2020),11,Low,5,Medium Risk,11131400.0,348.64
BLDG_23308,SAN JUAN APTS- DEMOLISHED MAY 2016,Residential,Seattle,4C (Marine),1959,20998.0,3,Residential,0.89,Steel,Rain Screen,0.33,High,Heat Pump,LED,True,340.1,False,Platinum,Seattle Open Data (2020),65,High,1,Low Risk,7949800.0,378.6
BLDG_50178,STENCIL APARTMENTS,Residential,Seattle,4C (Marine),2016,44192.0,5,Residential,0.91,Steel,Curtain Wall,0.42,Medium,Electric Resistance,Fluorescent,True,351.1,False,None,Seattle Open Data (2020),8,Low,3,Low Risk,13576900.0,307.23
BLDG_409,WaFd Bank,Office,Seattle,4C (Marine),1984,109830.0,6,Office,0.89,Steel,Insulated Panels,0.43,High,District Heating,LED,False,0.0,False,None,Seattle Open Data (2020),40,Moderate,2,Low Risk,39172700.0,356.67
BLDG_50955,CORNER 63 APTS,Residential,Seattle,4C (Marine),2022,132383.0,7,Residential,0.96,Steel,Masonry,0.35,High,High Efficiency HVAC,Smart LED,True,449.9,False,Platinum,Seattle Open Data (2020),2,High,2,Low Risk,40646100.0,307.03
BLDG_50170,NEIGHBORCARE HEALTH,Healthcare,Seattle,4C (Marine),2016,44745.0,2,Healthcare,0.96,Timber,Rain Screen,0.26,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),8,High,2,Low Risk,27239100.0,608.76
BLDG_23404,SWEDISH HOSPITAL MEDICAL CENTER Cherry Bldg,Office,Seattle,4C (Marine),1959,25151.0,3,Office,0.88,Composite,Masonry,0.47,High,District Heating,LED,True,411.6,True,Gold,Seattle Open Data (2020),65,High,2,Low Risk,10513300.0,418.01
BLDG_23890,SOUND VIEW WEST CONDOMINIUM,Residential,Seattle,4C (Marine),1981,82082.0,5,Residential,0.83,Glass-heavy facade,Curtain Wall,0.73,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),43,Low,5,Medium Risk,28613500.0,348.6
BLDG_559,YALE & THOMAS,Office,Seattle,4C (Marine),1981,183578.0,4,Office,0.86,Glass-heavy facade,Curtain Wall,0.83,High,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020),43,Moderate,3,Low Risk,77046500.0,419.69
BLDG_19930,BELLTOWN SENIOR APARTMENTS,Residential,Seattle,4C (Marine),2002,34080.0,8,Residential,0.76,Steel,Rain Screen,0.29,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),22,Low,5,Medium Risk,11041700.0,323.99
BLDG_532,BALLARD BLOCK I - 4609 14th AVE NW,Retail,Seattle,4C (Marine),2008,91327.0,2,Retail,0.94,Concrete,Rain Screen,0.43,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),16,High,2,Low Risk,28015100.0,306.76
BLDG_383,SMITH TOWER,Office,Seattle,4C (Marine),1912,304346.0,42,Office,0.77,Glass-heavy facade,Curtain Wall,0.76,High,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),112,Moderate,7,High Risk,151945800.0,499.25
BLDG_752,ACTIVE VOICE  BUILDING (FORMERLY SIXTH & LENORA),Office,Seattle,4C (Marine),1963,169020.0,11,Office,0.84,Concrete,Masonry,0.4,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),61,High,4,Medium Risk,67702500.0,400.56
BLDG_22753,ASHFORD APARTMENTS,Residential,Seattle,4C (Marine),1988,57693.0,4,Residential,0.91,Steel,Insulated Panels,0.54,Medium,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),36,Moderate,2,Low Risk,16978700.0,294.29
BLDG_529,BALLARD BUILDING,Office,Seattle,4C (Marine),1925,94033.0,6,Office,0.87,Concrete,Curtain Wall,0.28,Low,District Heating,LED,True,192.9,False,Silver,Seattle Open Data (2020),99,Moderate,3,Low Risk,35971500.0,382.54
BLDG_19854,LOWMAN BUILDING,Residential,Seattle,4C (Marine),1906,65535.0,10,Residential,0.89,Brick,Masonry,0.2,Low,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),118,Moderate,8,High Risk,21545900.0,328.77
BLDG_25110,NorthLink Apartments (North Building),Residential,Seattle,4C (Marine),1986,30200.0,3,Residential,0.79,Composite,Curtain Wall,0.36,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),38,Moderate,2,Low Risk,10070200.0,333.45
BLDG_22830,SUMMIT ATLAS CHARTER SCHOOL,Educational,Seattle,4C (Marine),1971,23772.0,1,Educational,0.93,Composite,Insulated Panels,0.41,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),53,High,3,Low Risk,9042700.0,380.39
BLDG_19885,COURT AT CENTENNIAL APTS,Residential,Seattle,4C (Marine),2000,192077.0,7,Residential,0.88,Steel,Curtain Wall,0.48,Medium,District Heating,Smart LED,True,50.1,False,Gold,Seattle Open Data (2020),24,High,2,Low Risk,67721400.0,352.57
BLDG_25599,TREMEZZO CONDOMINIUM,Residential,Seattle,4C (Marine),2000,29351.0,3,Residential,0.86,Glass-heavy facade,Curtain Wall,0.69,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),24,High,1,Low Risk,9857100.0,335.84
BLDG_547,NWCP BLDG B,Mixed Use,Seattle,4C (Marine),1966,59650.0,1,Mixed Use,0.97,Steel,Rain Screen,0.41,High,High Efficiency HVAC,LED,True,204.4,False,None,Seattle Open Data (2020),58,Moderate,2,Low Risk,22679400.0,380.21
BLDG_27008,LAURELHURST K-8 (SPS-DISTRICT),Educational,Seattle,4C (Marine),1928,54943.0,2,Educational,0.87,Glass-heavy facade,Curtain Wall,0.73,Medium,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020),96,Moderate,5,Medium Risk,23483900.0,427.42
BLDG_21319,IMPERIAL HOTEL BUILDING,Office,Seattle,4C (Marine),1907,35840.0,5,Office,0.97,Brick,Masonry,0.16,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),117,High,2,Low Risk,13566700.0,378.54
BLDG_19448,MAGNOLIA MANOR,Residential,Seattle,4C (Marine),1962,24059.0,3,Residential,0.86,Brick,Masonry,0.2,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),62,Low,5,Medium Risk,7796800.0,324.07
BLDG_19830,ATHENA CONDOMINIUM,Residential,Seattle,4C (Marine),1999,72763.0,7,Residential,0.85,Composite,Masonry,0.44,Medium,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),25,High,1,Low Risk,23130600.0,317.89
BLDG_26391,CULP APTS,Residential,Seattle,4C (Marine),1928,27996.0,3,Residential,0.95,Brick,Masonry,0.26,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),96,High,3,Low Risk,9129200.0,326.09
BLDG_24030,KING PLAZA II,Retail,Seattle,4C (Marine),2002,54811.0,2,Retail,0.86,Brick,Masonry,0.22,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),22,High,1,Low Risk,14599600.0,266.36
BLDG_50501,LUXE 36 AT BRYANT HEIGHTS,Residential,Seattle,4C (Marine),2018,83395.0,3,Residential,0.93,Concrete,Window Wall,0.34,High,Heat Pump,Smart LED,True,146.4,False,Gold,Seattle Open Data (2020),6,High,1,Low Risk,25728200.0,308.51
BLDG_50476,THE PERRY- FIRST HILL TOWER,Residential,Seattle,4C (Marine),2018,235046.0,17,Residential,0.95,Glass-heavy facade,Curtain Wall,0.8,High,High Efficiency HVAC,Smart LED,True,305.1,False,Gold,Seattle Open Data (2020),6,High,1,Low Risk,82284000.0,350.08
BLDG_25218,SOUND CREST APTS-24 UNITS,Residential,Seattle,4C (Marine),1979,31457.0,3,Residential,0.94,Glass-heavy facade,Curtain Wall,0.81,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),45,High,2,Low Risk,11166500.0,354.98
BLDG_49947,AVA BALLARD APARTMENTS,Residential,Seattle,4C (Marine),2013,317814.0,6,Residential,0.88,Composite,Masonry,0.48,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020),11,Moderate,2,Low Risk,94936400.0,298.72
BLDG_25,ARCTIC CLUB HOTEL - SEATTLE,Hospitality,Seattle,4C (Marine),1916,104352.0,10,Hospitality,0.92,Steel,Curtain Wall,0.31,Low,High Efficiency HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),108,Moderate,8,High Risk,57403100.0,550.09
BLDG_26188,ALLEY 24 (NORTH & SOUTH TOWER),Residential,Seattle,4C (Marine),2006,171874.0,6,Residential,0.92,Steel,Window Wall,0.43,High,High Efficiency HVAC,LED,True,153.2,False,Gold,Seattle Open Data (2020),18,High,0,Low Risk,52278100.0,304.17
BLDG_337,1800 9TH AVENUE BUILDING,Office,Seattle,4C (Marine),1990,480840.0,16,Office,0.78,Concrete,Window Wall,0.45,High,High Efficiency HVAC,Smart LED,True,291.6,False,Silver,Seattle Open Data (2020),34,Moderate,0,Low Risk,173665400.0,361.17
BLDG_21357,THE SENECA APARTMENTS,Residential,Seattle,4C (Marine),1998,32870.0,5,Residential,0.91,Brick,Masonry,0.27,Low,Mixed System,Smart LED,False,0.0,False,None,Seattle Open Data (2020),26,Moderate,3,Low Risk,9553000.0,290.63
BLDG_19535,ALKI BEACH TOWERS CONDOMINIUM,Residential,Seattle,4C (Marine),1995,37824.0,5,Residential,0.94,Steel,Rain Screen,0.44,High,Heat Pump,Smart LED,True,202.5,False,Silver,Seattle Open Data (2020),29,Moderate,1,Low Risk,11605000.0,306.82
BLDG_87,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),2016,78972.0,3,Educational,0.95,Concrete,Insulated Panels,0.3,Medium,High Efficiency HVAC,Smart LED,True,35.0,True,Gold,Seattle Open Data (2020),8,High,0,Low Risk,28399400.0,359.61
BLDG_20153,CAMBRIDGE COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1982,41664.0,4,Residential,0.94,Glass-heavy facade,Curtain Wall,0.74,Medium,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),42,Moderate,3,Low Risk,13456600.0,322.98
BLDG_837,PEOPLES MINI-STORAGE,Mixed Use,Seattle,4C (Marine),2004,87332.0,4,Mixed Use,0.9,Composite,Masonry,0.25,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),20,High,1,Low Risk,31935400.0,365.68
BLDG_21671,CLEARWATER APTS,Residential,Seattle,4C (Marine),2001,72989.0,5,Residential,0.94,Timber,Insulated Panels,0.41,High,Heat Pump,LED,True,394.7,False,Gold,Seattle Open Data (2020),23,High,1,Low Risk,24332700.0,333.37
BLDG_20880,IMPERIAL CROWN MANOR APT,Residential,Seattle,4C (Marine),1978,35512.0,4,Residential,0.89,Timber,Insulated Panels,0.48,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),46,High,2,Low Risk,12349900.0,347.77
BLDG_26129,MORRIS APTS,Residential,Seattle,4C (Marine),1916,20340.0,3,Residential,0.96,Composite,Curtain Wall,0.52,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),108,High,4,Medium Risk,6990500.0,343.68
BLDG_652,WEST SEATTLE CORPORATE CENTER,Office,Seattle,4C (Marine),1991,138106.0,5,Office,0.94,Timber,Curtain Wall,0.41,High,High Efficiency HVAC,Smart LED,True,152.5,False,Platinum,Seattle Open Data (2020),33,High,0,Low Risk,55930600.0,404.98
BLDG_23075,HALLER LAKE CONDOMINIUM,Residential,Seattle,4C (Marine),1968,24163.0,3,Residential,0.89,Composite,Window Wall,0.48,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),56,Moderate,3,Low Risk,7589300.0,314.09
BLDG_50543,AEGIS WEST SEATTLE,Mixed Use,Seattle,4C (Marine),2018,78232.0,3,Mixed Use,0.9,Composite,Window Wall,0.33,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),6,Moderate,5,Medium Risk,33106600.0,423.18
BLDG_49921,VERVE APARTMENTS,Residential,Seattle,4C (Marine),2014,201839.0,13,Residential,0.92,Steel,Rain Screen,0.35,High,Heat Pump,Smart LED,True,253.7,False,None,Seattle Open Data (2020),10,Moderate,2,Low Risk,64403800.0,319.09
BLDG_20444,FAIRWAY APARTMENT,Residential,Seattle,4C (Marine),1963,29351.0,4,Residential,0.92,Concrete,Curtain Wall,0.29,High,High Efficiency HVAC,Smart LED,True,251.3,False,None,Seattle Open Data (2020),61,Moderate,2,Low Risk,9880000.0,336.62
BLDG_24624,BASTYR UNIVERSITY MEDICAL OFFICE BUILDING,Healthcare,Seattle,4C (Marine),1940,41293.0,2,Healthcare,0.95,Brick,Masonry,0.21,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),84,Low,4,Medium Risk,25530900.0,618.29
BLDG_26118,DUNN MOTORS BUILDING,Residential,Seattle,4C (Marine),2016,117555.0,3,Residential,0.97,Composite,Window Wall,0.29,High,Heat Pump,Smart LED,True,291.6,False,Platinum,Seattle Open Data (2020),8,High,0,Low Risk,37661700.0,320.38
BLDG_27100,FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,Hospitality,Seattle,4C (Marine),2008,455883.0,20,Hospitality,0.88,Steel,Insulated Panels,0.26,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),16,Low,8,High Risk,237727300.0,521.47
BLDG_578,PACIFIC PLUMBING SUPPLY,Mixed Use,Seattle,4C (Marine),1976,58770.0,1,Mixed Use,0.9,Glass-heavy facade,Curtain Wall,0.82,Low,Electric Resistance,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020),48,Moderate,5,Medium Risk,23270300.0,395.96
BLDG_50460,THE DANFORTH,Residential,Seattle,4C (Marine),2018,592484.0,16,Residential,0.86,Steel,Window Wall,0.51,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),6,High,3,Low Risk,193962900.0,327.37
BLDG_627,ROEBLING BLDG,Office,Seattle,4C (Marine),1904,58970.0,4,Office,0.87,Concrete,Masonry,0.53,Medium,High Efficiency HVAC,Smart LED,False,0.0,True,Gold,Seattle Open Data (2020),120,High,2,Low Risk,23128000.0,392.2
BLDG_22650,BALLARD HARDWARE,Mixed Use,Seattle,4C (Marine),1927,42500.0,4,Mixed Use,0.91,Timber,Masonry,0.49,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020),97,High,3,Low Risk,17606600.0,414.27
BLDG_50017,LATITUDE QUEEN ANNE,Residential,Seattle,4C (Marine),2014,70191.0,5,Residential,0.89,Steel,Rain Screen,0.48,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),10,High,1,Low Risk,22812200.0,325.0
BLDG_633,83 KING STREET,Office,Seattle,4C (Marine),1904,204504.0,7,Office,0.89,Steel,Window Wall,0.42,Medium,Heat Pump,LED,True,93.9,False,Gold,Seattle Open Data (2020),120,High,1,Low Risk,75543500.0,369.4
BLDG_20390,CANAL STATION CONDOMINIUM,Residential,Seattle,4C (Marine),2007,182494.0,6,Residential,0.89,Steel,Rain Screen,0.37,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020),17,High,1,Low Risk,56633300.0,310.33
BLDG_20898,DANIELLE CONDOMINIUM,Residential,Seattle,4C (Marine),2012,31248.0,6,Residential,0.88,Concrete,Rain Screen,0.38,High,Heat Pump,Smart LED,True,445.9,False,Gold,Seattle Open Data (2020),12,High,0,Low Risk,10600500.0,339.24
BLDG_20496,CEDAR POINTE OF SEATTLE CONDOMINIUM,Residential,Seattle,4C (Marine),1978,73234.0,4,Residential,0.85,Steel,Masonry,0.33,High,Standard HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),46,Moderate,4,Medium Risk,22512600.0,307.41
BLDG_23006,NORTHGATE VIEW #1,Residential,Seattle,4C (Marine),1976,24288.0,3,Residential,0.97,Composite,Window Wall,0.31,High,Heat Pump,LED,True,193.4,False,Silver,Seattle Open Data (2020),48,Moderate,1,Low Risk,8549300.0,352.0
BLDG_23637,J&E APTS,Residential,Seattle,4C (Marine),1956,21708.0,2,Residential,0.88,Concrete,Insulated Panels,0.34,Medium,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020),68,Moderate,6,Medium Risk,8375000.0,385.8
BLDG_21098,MARQ 211 (THE LENORA APTS),Residential,Seattle,4C (Marine),1999,139650.0,6,Residential,0.91,Concrete,Masonry,0.41,High,Heat Pump,LED,False,0.0,True,Certified,Seattle Open Data (2020),25,Moderate,3,Low Risk,44465300.0,318.41
BLDG_27277,EVANSTON PLACE  APTS,Residential,Seattle,4C (Marine),1991,31500.0,4,Residential,0.93,Brick,Masonry,0.22,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),33,High,3,Low Risk,11436800.0,363.07
BLDG_22676,MOX BUILDING,Office,Seattle,4C (Marine),1968,23500.0,2,Office,0.9,Brick,Masonry,0.33,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),56,Low,9,High Risk,9626600.0,409.64
BLDG_23323,Andante Seattle,Residential,Seattle,4C (Marine),1965,86835.0,3,Residential,0.95,Timber,Insulated Panels,0.38,High,Heat Pump,Smart LED,True,132.1,False,Gold,Seattle Open Data (2020),59,High,2,Low Risk,27907000.0,321.38
BLDG_21178,246 Nick - 6 Nickerson,Office,Seattle,4C (Marine),1989,27943.0,3,Office,0.88,Glass-heavy facade,Curtain Wall,0.67,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020),35,Low,4,Medium Risk,11138500.0,398.62
BLDG_447,GTE SYLVANIA,Mixed Use,Seattle,4C (Marine),1963,106000.0,1,Mixed Use,0.84,Brick,Masonry,0.21,Low,District Heating,LED,True,68.7,False,None,Seattle Open Data (2020),61,Moderate,3,Low Risk,39075700.0,368.64
BLDG_116,THE MEDITERRANEAN INN,Hospitality,Seattle,4C (Marine),2002,127200.0,6,Hospitality,0.91,Timber,Window Wall,0.5,Medium,District Heating,Smart LED,True,189.1,False,Silver,Seattle Open Data (2020),22,Moderate,0,Low Risk,58230000.0,457.78
BLDG_23311,FIRST HILL MEDICAL PAVILION (HART FIRST HILL LLC),Healthcare,Seattle,4C (Marine),1975,383914.0,19,Healthcare,0.84,Concrete,Curtain Wall,0.43,High,Heat Pump,Smart LED,True,187.2,False,Certified,Seattle Open Data (2020),49,Moderate,5,Medium Risk,271357200.0,706.82
BLDG_22524,LITTLE FIELD,Residential,Seattle,4C (Marine),1910,22704.0,3,Residential,0.86,Composite,Rain Screen,0.39,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),114,Low,10,Critical Risk,9348600.0,411.76
BLDG_115,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,Office,Seattle,4C (Marine),1970,76213.0,4,Office,0.97,Brick,Masonry,0.34,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020),54,Low,8,High Risk,33744500.0,442.77
BLDG_20976,NWCP BLDG E,Mixed Use,Seattle,4C (Marine),1977,22320.0,1,Mixed Use,0.92,Timber,Rain Screen,0.45,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020),47,Low,9,High Risk,9907300.0,443.88
BLDG_19472,PUGET SOUND ENERGY GEORGETOWN OPER CTR,Office,Seattle,4C (Marine),1962,44700.0,1,Office,0.87,Concrete,Masonry,0.35,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020),62,Moderate,3,Low Risk,18054100.0,403.89
BLDG_138,INGRAHAM HIGH (SPS-DISTRICT),Educational,Seattle,4C (Marine),1959,245587.0,1,Educational,0.95,Timber,Rain Screen,0.49,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),65,High,3,Low Risk,99416300.0,404.81
BLDG_24289,OLYMPIC VIEW,Residential,Seattle,4C (Marine),1969,26280.0,4,Residential,0.84,Steel,Window Wall,0.35,High,Heat Pump,Smart LED,True,51.9,False,Platinum,Seattle Open Data (2020),55,High,1,Low Risk,9081400.0,345.56
BLDG_19621,BALLARD ELKS,Office,Seattle,4C (Marine),1978,28492.0,2,Office,0.94,Composite,Masonry,0.51,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),46,Low,8,High Risk,11739500.0,412.03
BLDG_597,635 ELLIOTT - SOUTH BUILDING,Office,Seattle,4C (Marine),2009,291176.0,4,Office,0.9,Brick,Masonry,0.17,Low,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020),15,Moderate,3,Low Risk,107886200.0,370.52
BLDG_50328,FOX & FINCH APARTMENTS,Residential,Seattle,4C (Marine),2017,41600.0,7,Residential,0.93,Glass-heavy facade,Curtain Wall,0.82,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020),7,High,2,Low Risk,14637400.0,351.86
BLDG_24712,HEARTWOOD/FOBES 562,Office,Seattle,4C (Marine),1909,36000.0,7,Office,0.94,Composite,Window Wall,0.35,High,Heat Pump,LED,True,64.0,False,None,Seattle Open Data (2020),115,Moderate,3,Low Risk,13152400.0,365.34
BLDG_26154,QUEEN ANN LUTHERAN CHURCH,Mixed Use,Seattle,4C (Marine),1960,25481.0,2,Mixed Use,0.94,Timber,Insulated Panels,0.35,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020),64,Moderate,7,High Risk,13365200.0,524.52
BLDG_24515,HARRISON COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1990,54304.0,4,Residential,0.89,Timber,Rain Screen,0.48,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020),34,Moderate,2,Low Risk,18344300.0,337.81
BLDG_49712,HOME PLATE CENTER BLDG A,Office,Seattle,4C (Marine),2012,202428.0,6,Office,0.87,Glass-heavy facade,Curtain Wall,0.65,Medium,Electric Resistance,Smart LED,False,0.0,False,None,Seattle Open Data (2020),12,Moderate,5,Medium Risk,105739200.0,522.35
BLDG_20480,LAKE CITY HOUSE,Residential,Seattle,4C (Marine),1971,86283.0,7,Residential,0.9,Brick,Masonry,0.26,Low,Electric Resistance,Fluorescent,False,0.0,False,Silver,Seattle Open Data (2020),53,Moderate,6,Medium Risk,29665600.0,343.82
