building_id,building_name,building_type,location_city,climate_zone,year_built,floor_area_sqft,number_of_floors,occupancy_type,average_occupancy_rate,primary_material,facade_type,window_to_wall_ratio,insulation_level,hvac_system_type,lighting_system_type,renewable_energy_flag,solar_panel_capacity_kw,green_roof_flag,leed_certification_level,data_source
BLDG_529,BALLARD BUILDING,Office,Seattle,4C (Marine),1925,94033.0,6,Office,0.87,Concrete,Curtain Wall,0.28,Low,District Heating,LED,True,192.9,False,Silver,Seattle Open Data (2020)
BLDG_19854,LOWMAN BUILDING,Residential,Seattle,4C (Marine),1906,65535.0,10,Residential,0.89,Brick,Masonry,0.2,Low,District Heating,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_25110,NorthLink Apartments (North Building),Residential,Seattle,4C (Marine),1986,30200.0,3,Residential,0.79,Composite,Curtain Wall,0.36,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_22830,SUMMIT ATLAS CHARTER SCHOOL,Educational,Seattle,4C (Marine),1971,23772.0,1,Educational,0.93,Composite,Insulated Panels,0.41,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_19885,COURT AT CENTENNIAL APTS,Residential,Seattle,4C (Marine),2000,192077.0,7,Residential,0.88,Steel,Curtain Wall,0.48,Medium,District Heating,Smart LED,True,50.1,False,Gold,Seattle Open Data (2020)
BLDG_25599,TREMEZZO CONDOMINIUM,Residential,Seattle,4C (Marine),2000,29351.0,3,Residential,0.86,Glass-heavy facade,Curtain Wall,0.69,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_547,NWCP BLDG B,Mixed Use,Seattle,4C (Marine),1966,59650.0,1,Mixed Use,0.97,Steel,Rain Screen,0.41,High,High Efficiency HVAC,LED,True,204.4,False,None,Seattle Open Data (2020)
BLDG_27008,LAURELHURST K-8 (SPS-DISTRICT),Educational,Seattle,4C (Marine),1928,54943.0,2,Educational,0.87,Glass-heavy facade,Curtain Wall,0.73,Medium,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_21319,IMPERIAL HOTEL BUILDING,Office,Seattle,4C (Marine),1907,35840.0,5,Office,0.97,Brick,Masonry,0.16,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_19448,MAGNOLIA MANOR,Residential,Seattle,4C (Marine),1962,24059.0,3,Residential,0.86,Brick,Masonry,0.2,Medium,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19830,ATHENA CONDOMINIUM,Residential,Seattle,4C (Marine),1999,72763.0,7,Residential,0.85,Composite,Masonry,0.44,Medium,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_26391,CULP APTS,Residential,Seattle,4C (Marine),1928,27996.0,3,Residential,0.95,Brick,Masonry,0.26,High,District Heating,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_24030,KING PLAZA II,Retail,Seattle,4C (Marine),2002,54811.0,2,Retail,0.86,Brick,Masonry,0.22,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50501,LUXE 36 AT BRYANT HEIGHTS,Residential,Seattle,4C (Marine),2018,83395.0,3,Residential,0.93,Concrete,Window Wall,0.34,High,Heat Pump,Smart LED,True,146.4,False,Gold,Seattle Open Data (2020)
BLDG_50476,THE PERRY- FIRST HILL TOWER,Residential,Seattle,4C (Marine),2018,235046.0,17,Residential,0.95,Glass-heavy facade,Curtain Wall,0.8,High,High Efficiency HVAC,Smart LED,True,305.1,False,Gold,Seattle Open Data (2020)
BLDG_25218,SOUND CREST APTS-24 UNITS,Residential,Seattle,4C (Marine),1979,31457.0,3,Residential,0.94,Glass-heavy facade,Curtain Wall,0.81,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_49947,AVA BALLARD APARTMENTS,Residential,Seattle,4C (Marine),2013,317814.0,6,Residential,0.88,Composite,Masonry,0.48,Medium,District Heating,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_25,ARCTIC CLUB HOTEL - SEATTLE,Hospitality,Seattle,4C (Marine),1916,104352.0,10,Hospitality,0.92,Steel,Curtain Wall,0.31,Low,High Efficiency HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26188,ALLEY 24 (NORTH & SOUTH TOWER),Residential,Seattle,4C (Marine),2006,171874.0,6,Residential,0.92,Steel,Window Wall,0.43,High,High Efficiency HVAC,LED,True,153.2,False,Gold,Seattle Open Data (2020)
BLDG_337,1800 9TH AVENUE BUILDING,Office,Seattle,4C (Marine),1990,480840.0,16,Office,0.78,Concrete,Window Wall,0.45,High,High Efficiency HVAC,Smart LED,True,291.6,False,Silver,Seattle Open Data (2020)
BLDG_21357,THE SENECA APARTMENTS,Residential,Seattle,4C (Marine),1998,32870.0,5,Residential,0.91,Brick,Masonry,0.27,Low,Mixed System,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19535,ALKI BEACH TOWERS CONDOMINIUM,Residential,Seattle,4C (Marine),1995,37824.0,5,Residential,0.94,Steel,Rain Screen,0.44,High,Heat Pump,Smart LED,True,202.5,False,Silver,Seattle Open Data (2020)
BLDG_87,ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),Educational,Seattle,4C (Marine),2016,78972.0,3,Educational,0.95,Concrete,Insulated Panels,0.3,Medium,High Efficiency HVAC,Smart LED,True,35.0,True,Gold,Seattle Open Data (2020)
BLDG_20153,CAMBRIDGE COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1982,41664.0,4,Residential,0.94,Glass-heavy facade,Curtain Wall,0.74,Medium,Heat Pump,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_837,PEOPLES MINI-STORAGE,Mixed Use,Seattle,4C (Marine),2004,87332.0,4,Mixed Use,0.9,Composite,Masonry,0.25,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_21671,CLEARWATER APTS,Residential,Seattle,4C (Marine),2001,72989.0,5,Residential,0.94,Timber,Insulated Panels,0.41,High,Heat Pump,LED,True,394.7,False,Gold,Seattle Open Data (2020)
BLDG_20880,IMPERIAL CROWN MANOR APT,Residential,Seattle,4C (Marine),1978,35512.0,4,Residential,0.89,Timber,Insulated Panels,0.48,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_26129,MORRIS APTS,Residential,Seattle,4C (Marine),1916,20340.0,3,Residential,0.96,Composite,Curtain Wall,0.52,High,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_652,WEST SEATTLE CORPORATE CENTER,Office,Seattle,4C (Marine),1991,138106.0,5,Office,0.94,Timber,Curtain Wall,0.41,High,High Efficiency HVAC,Smart LED,True,152.5,False,Platinum,Seattle Open Data (2020)
BLDG_23075,HALLER LAKE CONDOMINIUM,Residential,Seattle,4C (Marine),1968,24163.0,3,Residential,0.89,Composite,Window Wall,0.48,High,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50543,AEGIS WEST SEATTLE,Mixed Use,Seattle,4C (Marine),2018,78232.0,3,Mixed Use,0.9,Composite,Window Wall,0.33,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_49921,VERVE APARTMENTS,Residential,Seattle,4C (Marine),2014,201839.0,13,Residential,0.92,Steel,Rain Screen,0.35,High,Heat Pump,Smart LED,True,253.7,False,None,Seattle Open Data (2020)
BLDG_20444,FAIRWAY APARTMENT,Residential,Seattle,4C (Marine),1963,29351.0,4,Residential,0.92,Concrete,Curtain Wall,0.29,High,High Efficiency HVAC,Smart LED,True,251.3,False,None,Seattle Open Data (2020)
BLDG_24624,BASTYR UNIVERSITY MEDICAL OFFICE BUILDING,Healthcare,Seattle,4C (Marine),1940,41293.0,2,Healthcare,0.95,Brick,Masonry,0.21,Medium,District Heating,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26118,DUNN MOTORS BUILDING,Residential,Seattle,4C (Marine),2016,117555.0,3,Residential,0.97,Composite,Window Wall,0.29,High,Heat Pump,Smart LED,True,291.6,False,Platinum,Seattle Open Data (2020)
BLDG_27100,FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,Hospitality,Seattle,4C (Marine),2008,455883.0,20,Hospitality,0.88,Steel,Insulated Panels,0.26,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_578,PACIFIC PLUMBING SUPPLY,Mixed Use,Seattle,4C (Marine),1976,58770.0,1,Mixed Use,0.9,Glass-heavy facade,Curtain Wall,0.82,Low,Electric Resistance,Smart LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_50460,THE DANFORTH,Residential,Seattle,4C (Marine),2018,592484.0,16,Residential,0.86,Steel,Window Wall,0.51,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_627,ROEBLING BLDG,Office,Seattle,4C (Marine),1904,58970.0,4,Office,0.87,Concrete,Masonry,0.53,Medium,High Efficiency HVAC,Smart LED,False,0.0,True,Gold,Seattle Open Data (2020)
BLDG_22650,BALLARD HARDWARE,Mixed Use,Seattle,4C (Marine),1927,42500.0,4,Mixed Use,0.91,Timber,Masonry,0.49,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_50017,LATITUDE QUEEN ANNE,Residential,Seattle,4C (Marine),2014,70191.0,5,Residential,0.89,Steel,Rain Screen,0.48,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_633,83 KING STREET,Office,Seattle,4C (Marine),1904,204504.0,7,Office,0.89,Steel,Window Wall,0.42,Medium,Heat Pump,LED,True,93.9,False,Gold,Seattle Open Data (2020)
BLDG_20390,CANAL STATION CONDOMINIUM,Residential,Seattle,4C (Marine),2007,182494.0,6,Residential,0.89,Steel,Rain Screen,0.37,High,Heat Pump,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_20898,DANIELLE CONDOMINIUM,Residential,Seattle,4C (Marine),2012,31248.0,6,Residential,0.88,Concrete,Rain Screen,0.38,High,Heat Pump,Smart LED,True,445.9,False,Gold,Seattle Open Data (2020)
BLDG_20496,CEDAR POINTE OF SEATTLE CONDOMINIUM,Residential,Seattle,4C (Marine),1978,73234.0,4,Residential,0.85,Steel,Masonry,0.33,High,Standard HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23006,NORTHGATE VIEW #1,Residential,Seattle,4C (Marine),1976,24288.0,3,Residential,0.97,Composite,Window Wall,0.31,High,Heat Pump,LED,True,193.4,False,Silver,Seattle Open Data (2020)
BLDG_23637,J&E APTS,Residential,Seattle,4C (Marine),1956,21708.0,2,Residential,0.88,Concrete,Insulated Panels,0.34,Medium,Heat Pump,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_21098,MARQ 211 (THE LENORA APTS),Residential,Seattle,4C (Marine),1999,139650.0,6,Residential,0.91,Concrete,Masonry,0.41,High,Heat Pump,LED,False,0.0,True,Certified,Seattle Open Data (2020)
BLDG_27277,EVANSTON PLACE  APTS,Residential,Seattle,4C (Marine),1991,31500.0,4,Residential,0.93,Brick,Masonry,0.22,High,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_22676,MOX BUILDING,Office,Seattle,4C (Marine),1968,23500.0,2,Office,0.9,Brick,Masonry,0.33,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23323,Andante Seattle,Residential,Seattle,4C (Marine),1965,86835.0,3,Residential,0.95,Timber,Insulated Panels,0.38,High,Heat Pump,Smart LED,True,132.1,False,Gold,Seattle Open Data (2020)
BLDG_21178,246 Nick - 6 Nickerson,Office,Seattle,4C (Marine),1989,27943.0,3,Office,0.88,Glass-heavy facade,Curtain Wall,0.67,Low,Mixed System,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_447,GTE SYLVANIA,Mixed Use,Seattle,4C (Marine),1963,106000.0,1,Mixed Use,0.84,Brick,Masonry,0.21,Low,District Heating,LED,True,68.7,False,None,Seattle Open Data (2020)
BLDG_116,THE MEDITERRANEAN INN,Hospitality,Seattle,4C (Marine),2002,127200.0,6,Hospitality,0.91,Timber,Window Wall,0.5,Medium,District Heating,Smart LED,True,189.1,False,Silver,Seattle Open Data (2020)
BLDG_23311,FIRST HILL MEDICAL PAVILION (HART FIRST HILL LLC),Healthcare,Seattle,4C (Marine),1975,383914.0,19,Healthcare,0.84,Concrete,Curtain Wall,0.43,High,Heat Pump,Smart LED,True,187.2,False,Certified,Seattle Open Data (2020)
BLDG_22524,LITTLE FIELD,Residential,Seattle,4C (Marine),1910,22704.0,3,Residential,0.86,Composite,Rain Screen,0.39,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_115,SCRIPPS BUILDING - 221 FIRST AVENUE WEST,Office,Seattle,4C (Marine),1970,76213.0,4,Office,0.97,Brick,Masonry,0.34,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20976,NWCP BLDG E,Mixed Use,Seattle,4C (Marine),1977,22320.0,1,Mixed Use,0.92,Timber,Rain Screen,0.45,Low,Standard HVAC,Incandescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19472,PUGET SOUND ENERGY GEORGETOWN OPER CTR,Office,Seattle,4C (Marine),1962,44700.0,1,Office,0.87,Concrete,Masonry,0.35,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_138,INGRAHAM HIGH (SPS-DISTRICT),Educational,Seattle,4C (Marine),1959,245587.0,1,Educational,0.95,Timber,Rain Screen,0.49,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_24289,OLYMPIC VIEW,Residential,Seattle,4C (Marine),1969,26280.0,4,Residential,0.84,Steel,Window Wall,0.35,High,Heat Pump,Smart LED,True,51.9,False,Platinum,Seattle Open Data (2020)
BLDG_19621,BALLARD ELKS,Office,Seattle,4C (Marine),1978,28492.0,2,Office,0.94,Composite,Masonry,0.51,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_597,635 ELLIOTT - SOUTH BUILDING,Office,Seattle,4C (Marine),2009,291176.0,4,Office,0.9,Brick,Masonry,0.17,Low,District Heating,LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_50328,FOX & FINCH APARTMENTS,Residential,Seattle,4C (Marine),2017,41600.0,7,Residential,0.93,Glass-heavy facade,Curtain Wall,0.82,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_24712,HEARTWOOD/FOBES 562,Office,Seattle,4C (Marine),1909,36000.0,7,Office,0.94,Composite,Window Wall,0.35,High,Heat Pump,LED,True,64.0,False,None,Seattle Open Data (2020)
BLDG_26154,QUEEN ANN LUTHERAN CHURCH,Mixed Use,Seattle,4C (Marine),1960,25481.0,2,Mixed Use,0.94,Timber,Insulated Panels,0.35,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24515,HARRISON COURT CONDOMINIUM,Residential,Seattle,4C (Marine),1990,54304.0,4,Residential,0.89,Timber,Rain Screen,0.48,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_49712,HOME PLATE CENTER BLDG A,Office,Seattle,4C (Marine),2012,202428.0,6,Office,0.87,Glass-heavy facade,Curtain Wall,0.65,Medium,Electric Resistance,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_20480,LAKE CITY HOUSE,Residential,Seattle,4C (Marine),1971,86283.0,7,Residential,0.9,Brick,Masonry,0.26,Low,Electric Resistance,Fluorescent,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_385,SKINNER BLDG,Office,Seattle,4C (Marine),1927,226061.0,8,Office,0.77,Brick,Masonry,0.2,Low,Mixed System,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_19661,BALFOUR PLACE APTS,Residential,Seattle,4C (Marine),1993,140049.0,6,Residential,0.9,Timber,Masonry,0.49,High,Heat Pump,LED,True,24.7,False,Platinum,Seattle Open Data (2020)
BLDG_292,"MARSHALL, JOHN (SPS-DISTRICT)",Educational,Seattle,4C (Marine),1927,92437.0,3,Educational,0.91,Steel,Insulated Panels,0.49,Low,Mixed System,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21495,ALASKA TRADE BUILDING,Office,Seattle,4C (Marine),1910,36160.0,4,Office,0.91,Steel,Curtain Wall,0.33,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50946,Midtown Square,Residential,Seattle,4C (Marine),2020,427863.0,7,Residential,0.89,Concrete,Rain Screen,0.39,Medium,High Efficiency HVAC,LED,True,317.6,False,Silver,Seattle Open Data (2020)
BLDG_24255,SPRING CREEK CONDOMINIUM,Residential,Seattle,4C (Marine),1980,20808.0,4,Residential,0.93,Concrete,Rain Screen,0.39,High,District Heating,Smart LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_19576,PAPE' MATERIAL HANDLING,Mixed Use,Seattle,4C (Marine),1979,30004.0,1,Mixed Use,0.84,Steel,Rain Screen,0.45,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_168,HAMPTON INN & SUITES,Hospitality,Seattle,4C (Marine),1996,162222.0,4,Hospitality,0.9,Composite,Rain Screen,0.38,Medium,High Efficiency HVAC,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_20917,ST JOHN SCHOOL,Educational,Seattle,4C (Marine),1922,28820.0,3,Educational,0.91,Brick,Masonry,0.28,Low,Electric Resistance,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_24391,JEFFERSON COURT,Residential,Seattle,4C (Marine),1987,70094.0,4,Residential,0.93,Timber,Masonry,0.26,High,High Efficiency HVAC,LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_23752,16TH AVENUE TOWNHOMES CONDOMINIUM,Residential,Seattle,4C (Marine),1985,24150.0,2,Residential,0.92,Timber,Curtain Wall,0.42,High,High Efficiency HVAC,Smart LED,True,339.4,False,Platinum,Seattle Open Data (2020)
BLDG_27235,MIDTOWN,Residential,Seattle,4C (Marine),1969,27878.0,4,Residential,0.91,Glass-heavy facade,Curtain Wall,0.66,High,Heat Pump,Smart LED,True,261.1,False,Platinum,Seattle Open Data (2020)
BLDG_27203,ROYCROFT CONDOMINIUM,Residential,Seattle,4C (Marine),2004,39331.0,4,Residential,0.89,Concrete,Insulated Panels,0.39,High,Heat Pump,Fluorescent,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_389,FAIRMONT OLYMPIC HOTEL,Hospitality,Seattle,4C (Marine),1923,544174.0,12,Hospitality,0.91,Steel,Window Wall,0.36,Low,Standard HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_26423,FREMONT PLACE,Residential,Seattle,4C (Marine),1983,25721.0,4,Residential,0.97,Timber,Curtain Wall,0.33,Medium,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_21469,DOYLE BUILDING,Office,Seattle,4C (Marine),1919,47686.0,4,Office,0.97,Steel,Window Wall,0.51,High,Heat Pump,Smart LED,False,0.0,True,Gold,Seattle Open Data (2020)
BLDG_23292,"M STREET APTS, RETAIL, & OFFICE",Residential,Seattle,4C (Marine),2006,332781.0,17,Residential,0.95,Steel,Masonry,0.46,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26147,WHITMAN VISTA CONDOMINIUM,Residential,Seattle,4C (Marine),1980,27480.0,4,Residential,0.91,Steel,Rain Screen,0.44,High,High Efficiency HVAC,LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_24657,ST INGBERT APTS,Residential,Seattle,4C (Marine),1928,38041.0,4,Residential,0.9,Concrete,Curtain Wall,0.3,Medium,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_35436,OVERLOOK AT MAGNOLIA (BLDG F),Residential,Seattle,4C (Marine),1970,34480.0,5,Residential,0.85,Concrete,Curtain Wall,0.37,High,High Efficiency HVAC,LED,False,0.0,False,Certified,Seattle Open Data (2020)
BLDG_23187,SEVENTH & JAMES,Residential,Seattle,4C (Marine),1991,109874.0,4,Residential,0.93,Glass-heavy facade,Curtain Wall,0.81,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_25047,EAGLE RIDGE PLAZA,Residential,Seattle,4C (Marine),2001,36383.0,3,Residential,0.88,Brick,Masonry,0.15,Low,High Efficiency HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_23504,SECOND USE,Mixed Use,Seattle,4C (Marine),1952,41308.0,1,Mixed Use,0.82,Composite,Rain Screen,0.41,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_611,RAILSPUR HOTEL (FORMERLY WESTLAND BUILDING-DSHS),Office,Seattle,4C (Marine),1907,73260.0,6,Office,0.91,Brick,Masonry,0.29,Medium,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_19922,BAYVIEW TOWER,Residential,Seattle,4C (Marine),1979,70200.0,13,Residential,0.97,Concrete,Curtain Wall,0.45,Low,Heat Pump,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_26574,GREENLAKE PLAZA APTS,Residential,Seattle,4C (Marine),1969,94410.0,11,Residential,0.84,Steel,Window Wall,0.29,Low,Standard HVAC,LED,False,0.0,False,None,Seattle Open Data (2020)
BLDG_28067,COLONY SURF APTS,Residential,Seattle,4C (Marine),1967,42816.0,4,Residential,0.92,Composite,Rain Screen,0.42,Low,Heat Pump,LED,True,56.3,False,Gold,Seattle Open Data (2020)
BLDG_27204,RUBY,Residential,Seattle,4C (Marine),2008,57486.0,4,Residential,0.93,Brick,Masonry,0.18,High,Heat Pump,Smart LED,True,342.9,False,Platinum,Seattle Open Data (2020)
BLDG_50903,Pioneer Square Hotel Annex,Hospitality,Seattle,4C (Marine),2021,48650.0,5,Hospitality,0.91,Glass-heavy facade,Curtain Wall,0.77,High,High Efficiency HVAC,Smart LED,True,116.6,False,Platinum,Seattle Open Data (2020)
BLDG_24033,VALLEY COMMONS,Residential,Seattle,4C (Marine),1962,21640.0,4,Residential,0.94,Steel,Window Wall,0.39,High,District Heating,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_720,6TH & HOLGATE BUILDING,Mixed Use,Seattle,4C (Marine),1951,149881.0,4,Mixed Use,0.86,Composite,Curtain Wall,0.28,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_27381,CROSS AND CROWN CHURCH,Mixed Use,Seattle,4C (Marine),1938,26373.0,3,Mixed Use,0.89,Timber,Rain Screen,0.26,Medium,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50076,BRIDGES@11TH,Residential,Seattle,4C (Marine),2015,233757.0,7,Residential,0.91,Composite,Window Wall,0.52,High,Heat Pump,Smart LED,False,0.0,False,Gold,Seattle Open Data (2020)
BLDG_784,GRAYBAR ELECTRIC,Mixed Use,Seattle,4C (Marine),1960,73296.0,1,Mixed Use,0.86,Concrete,Curtain Wall,0.46,High,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
BLDG_524,FREMONT LAKE UNION CENTER - PLAZA BLDG,Office,Seattle,4C (Marine),1999,243334.0,4,Office,0.87,Composite,Window Wall,0.55,High,Heat Pump,Smart LED,False,0.0,False,Platinum,Seattle Open Data (2020)
BLDG_21741,MIRABELLA RETIREMENT COMMUNITY,Mixed Use,Seattle,4C (Marine),2006,724148.0,14,Mixed Use,0.9,Concrete,Window Wall,0.51,High,High Efficiency HVAC,LED,True,326.0,True,Silver,Seattle Open Data (2020)
BLDG_27245,ST JOHNS APT & STORE,Residential,Seattle,4C (Marine),1910,24682.0,3,Residential,0.88,Brick,Masonry,0.24,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_637,STADIUM INNOVATION CENTER,Office,Seattle,4C (Marine),2009,286000.0,6,Office,0.9,Concrete,Curtain Wall,0.32,Low,Standard HVAC,Fluorescent,False,0.0,False,None,Seattle Open Data (2020)
BLDG_50662,JUNE ON SOUTH LAKE,Residential,Seattle,4C (Marine),2018,42000.0,6,Residential,0.95,Timber,Window Wall,0.41,Medium,Heat Pump,Smart LED,False,0.0,False,Silver,Seattle Open Data (2020)
